113,Polska,Gdañsk,Adama Mickiewicza,178
114,Polska,Gdañsk,Tobiasza,266
115,Polska,Tr¹bki,Minerwy,47
116,Polska,Gdañsk,Otago,301
117,Polska,Gorzów Wielkopolski,El¿bietañska,320
118,Polska,Gdañsk,Rumiankowa,383
119,Polska,Szczecin,Tadeusza Koœciuszki,346
120,Polska,Gdañsk,Leœny Stok,390
121,Polska,Gdañsk,Kontenerowa,293
122,Polska,Gdañsk,Nagietkowa,101
123,Polska,Gdañsk,K³opot,110
124,Polska,Gdañsk,Ró¿ana,325
125,Polska,Gdañsk,Nowos¹decka,3
126,Polska,D¹browa Górnicza,Obywatelska,170
127,Polska,Gdañsk,Kazimierza Porêbskiego,315
128,Polska,Gdañsk,Sadowa,355
129,Polska,Wroc³aw,Falista,184
130,Polska,Bielsko-Bia³a,Plebania,345
131,Polska,Gdañsk,Zakoniczyñska,131
132,Polska,Gdañsk,Anny Jagiellonki,96
133,Polska,Gdañsk,Tarniny,13
134,Polska,Gdañsk,Grobla III,29
135,Polska,Gdañsk,Radomska,232
136,Polska,Szczecin,K³adki,370
137,Polska,Gdañsk,Józefa Kraszewskiego,140
138,Polska,Gdañsk,Okopowa,275
139,Polska,Gdañsk,Karlikowska,332
140,Polska,Gdañsk,Zakoniczyñska,386
141,Polska,Gdañsk,Osty,252
142,Polska,Gdañsk,Starodworska,240
143,Polska,Gdañsk,Rzêsna,382
144,Polska,Gdañsk,Plac ksiêdza pra³ata Jana Gustkowicza,358
145,Polska,Bielsko-Bia³a,Jerzego Waldorffa,70
146,Polska,Gdañsk,Dar¿lubska,371
147,Polska,Gdañsk,Wosia Budzysza,355
148,Polska,Gdañsk,Przebiœniegowa,390
149,Polska,Zabrze,Henryka Rodakowskiego,28
150,Polska,Gdañsk,Janusza Korczaka,44
151,Polska,Gdañsk,Wosia Budzysza,164
152,Polska,Gdañsk,£añcucka,342
153,Polska,Chorzów,Genera³a Kazimierza Sosnkowskiego,254
154,Polska,Gdañsk,Bajki,380
155,Polska,Wroc³aw,Che³miñska,103
156,Polska,Gdañsk,Kubusia Puchatka,26
157,Polska,Opole,Trzy Lipy,356
158,Polska,Gdañsk,Kryszta³owa,109
159,Polska,Gdañsk,Ignacego Kurzyñskiego,200
160,Polska,Rumia,Jana Kanapariusza,196
161,Polska,Gdañsk,Ferdynanda Magellana,356
162,Polska,Sopot,Emilii Hoene,380
163,Polska,P³ock,Stary Rynek Oliwski,168
164,Polska,Gdañsk,Iwo Galla,110
165,Polska,P³ock,Kosmonautów,78
166,Polska,Warszawa,Droga Wojewódzka 226,375
167,Polska,Gdañsk,Ksiêdza Jana Majdera,304
168,Polska,Gdañsk,Tamka,87
169,Polska,Gdañsk,Matemblewska,109
170,Polska,Gdañsk,Wronia,262
171,Polska,Gdañsk,Wolfganga Mozarta,102
172,Polska,Gdañsk,Gowidliñska,119
173,Polska,Gdañsk,Straganiarska,137
174,Polska,Tarnów,Naftowa,137
175,Polska,Gdañsk,Narciarska,393
176,Polska,Gdañsk,Jakuba Wejhera,262
177,Polska,Gdañsk,Jeremiasza Falck Polonusa,5
178,Polska,Gdañsk,Z³otników,58
179,Polska,Lublin,Kazimierza Soœnickiego,243
180,Polska,Gdañsk,Wilcza,37
181,Polska,Gdañsk,Smêtna,381
182,Polska,Gdañsk,Liliowa,93
183,Polska,Gdañsk,Traugutta,37
184,Polska,Gdañsk,Wa³y Jagielloñskie,78
185,Polska,Gdañsk,Ignacego Krasickiego,26
186,Polska,Warszawa,Niepo³omicka,20
187,Polska,Gdañsk,Œl¹ska,314
188,Polska,£ódŸ,Podzamcze,345
189,Polska,Gdañsk,Modrzewiowa,335
190,Polska,W³oc³awek,Maki,260
191,Polska,Olsztyn,Przemys³owa,56
192,£otwa,Gdañsk,Nad Potokiem,395
193,Polska,Wroc³aw,Szynszylowa,315
194,Polska,Opole,Magnoliowa,218
195,Polska,£ódŸ,Krzysztofa Mrongowiusza,355
196,Polska,Gdañsk,Nowa Buloñska,334
197,Polska,Olsztyn,Morawska,167
198,Polska,Gdañsk,Józefa Wieniawskiego,223
199,Polska,Szczecin,œwiêtego Piotra,330
200,Polska,Gdañsk,Piastowska,321
201,Polska,Sosnowiec,Zbigniewa Burzyñskiego,23
202,Polska,Gdañsk,Serdeczna,314
203,Polska,Gdañsk,¯aków,67
204,Polska,Sopot,S¹siedzka,332
205,Polska,Wejherowo,Sadowa,2
206,Polska,£ódŸ,Roalda Amundsena,175
207,Polska,Gdañsk,Macieja,301
